id,employee_id,project_id,work_date,hours,day_type,data_source,source_filename,source_row,imported_at,imported_by,entered_by,entered_at,description,is_active,created_at,updated_at,work_package_id,absence_code,is_billable,notes,is_technical
543f87e4-408e-4703-b71e-22b78b666275,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-06,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:33.375673+00,2026-03-22 18:34:37.464286+00,c639b0c7-ec00-4001-9356-6759c1b2956d,null,true,null,null
efbb6478-af26-466e-849f-8b4189bda6ee,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-06,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:58.984172+00,2026-03-22 17:46:58.342+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
33bdf055-5121-4504-9ab5-39685f51c97c,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-06,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:06.132242+00,2026-03-22 19:15:12.191111+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
a789b9f6-62a2-4b8f-8c6b-06faf88d3d43,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-07,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:33.491625+00,2026-03-22 18:34:37.596294+00,c639b0c7-ec00-4001-9356-6759c1b2956d,null,true,null,null
2c1205a8-d9a5-419c-a0ef-510e287bdf6d,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-07,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:59.088251+00,2026-03-22 17:46:58.342+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
f732a214-6d30-4653-99aa-bc166645fa9d,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-07,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:06.234904+00,2026-03-22 19:15:12.328523+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
42bad697-6960-4209-9077-bbfaa7939e10,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-08,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:33.59497+00,2026-03-22 18:34:37.729842+00,c639b0c7-ec00-4001-9356-6759c1b2956d,null,true,null,null
6b9b818b-0e3c-40b5-bf5d-6893be4a0998,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-08,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:59.18583+00,2026-03-22 17:46:58.342+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
ad52f403-41f1-418a-b12d-1a5e6817cac6,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-11,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:33.703062+00,2026-03-22 18:34:37.870941+00,c639b0c7-ec00-4001-9356-6759c1b2956d,null,true,null,null
dd4640ec-88ea-4cc3-81f8-247c1bff08d3,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-11,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:59.289183+00,2026-03-22 17:46:58.342+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
a20c290b-2f0c-4b09-aa94-4f3b363f5f0c,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-11,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:06.350837+00,2026-03-22 19:15:12.475379+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
a97b5df7-36ee-4fd6-842b-e0ccb81291ed,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-12,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:33.856354+00,2026-03-22 18:34:38.020775+00,c639b0c7-ec00-4001-9356-6759c1b2956d,null,true,null,null
aa37a943-5480-4a1f-a6b3-20e04bf21a1c,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-12,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:59.469018+00,2026-03-22 17:46:58.342+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
9a4bba9e-9793-4d23-8c73-e7ffbfb21466,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-12,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:06.474196+00,2026-03-22 19:15:12.623811+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
d631c468-dacc-487e-a079-0d1533d056b7,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-13,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:33.983406+00,2026-03-22 18:34:38.157304+00,c639b0c7-ec00-4001-9356-6759c1b2956d,null,true,null,null
71f59b5f-5ade-43f3-b728-60bdda525c64,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-13,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:59.581295+00,2026-03-22 17:46:58.342+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
48713c80-57ae-4fc5-9e6b-18cf2c6a0bfb,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-13,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:06.588739+00,2026-03-22 19:15:12.781545+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
54fdeebb-25b4-42de-8e04-e435849e3d92,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-14,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:34.092561+00,2026-03-22 18:34:38.308395+00,c639b0c7-ec00-4001-9356-6759c1b2956d,null,true,null,null
89086971-7cf8-4145-b258-25cc5ef0b0fe,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-14,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:59.717546+00,2026-03-22 17:46:58.342+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
24e77325-383a-410b-9a21-e868d341da86,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-14,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:06.694263+00,2026-03-22 19:15:12.931305+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
70d01399-3fbc-4065-b330-09a689882689,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-18,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:34.20822+00,2026-03-22 18:34:38.435711+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
7e9e86af-eff6-453d-afdc-6cadcdd8162f,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-18,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:06.814294+00,2026-03-22 19:15:13.095294+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
eb986a99-e837-401f-af97-da5c6719cbe2,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-19,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:34.31347+00,2026-03-22 18:34:38.560043+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
1b6e99c3-284b-4901-a45b-961065fdfa3b,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-19,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:06.928768+00,2026-03-22 19:15:13.237231+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
03ee2316-1502-476f-bc17-236c3a09078a,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-20,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:34.423665+00,2026-03-22 18:34:38.686278+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
0b579836-ad0e-4016-a0b5-86c15164c099,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-20,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:07.035636+00,2026-03-22 19:15:13.376697+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
7be8d80c-72c1-49fa-9a5a-b039aab3cb2d,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-21,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:34.528748+00,2026-03-22 18:34:38.846059+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
a3fe057e-8279-4078-9898-bc5014d1f2bb,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-21,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:23:05.373+00,null,false,2026-03-22 18:23:07.193127+00,2026-03-22 19:15:11.622722+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
e79a2c63-53fe-45e8-a17b-6a41c44d72a4,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-21,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 19:15:13.522082+00,2026-03-22 19:15:11.337+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
1dce7f84-48c9-475e-aeb5-357b2ea3298e,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-22,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:42:34.665325+00,2026-03-22 18:34:38.975008+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
d1f83392-0692-481c-9535-0cd05ed90b89,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-25,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:42:32.641+00,null,false,2026-03-22 17:42:34.799934+00,2026-03-22 17:43:52.098601+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
dabe4017-b49a-4358-9460-f65afc9f4dc4,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-25,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:43:51.666+00,null,false,2026-03-22 17:43:54.819577+00,2026-03-22 17:43:55.2404+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
9eb3c33e-d423-4709-a8a1-251daa205f24,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-25,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:43:57.192566+00,2026-03-22 18:34:39.177983+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
12f927f9-35e3-48ca-b484-44313c2d6fd7,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-25,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:59.819753+00,2026-03-22 17:46:58.342+00,0fb40ae0-18c5-4705-8c48-40f61c7a9b77,null,true,null,null
54858524-89a0-4d53-8f04-b0b1cc7ef054,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-25,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:07.3379+00,2026-03-22 19:15:13.669197+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
d938c6ad-27cb-4ca3-92f3-506513d349eb,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-26,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:42:32.641+00,null,false,2026-03-22 17:42:34.908319+00,2026-03-22 17:43:52.098601+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
2971bff0-4c5d-4978-8f48-3fd6cbf84dda,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-26,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:43:51.666+00,null,false,2026-03-22 17:43:54.928468+00,2026-03-22 17:43:55.2404+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
49e02f72-a7e6-4ae3-868c-4bcd8ec52665,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-26,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:43:57.315542+00,2026-03-22 18:34:39.37209+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
dc958baa-7908-4656-9e57-f4089fa1f670,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-26,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:46:59.924882+00,2026-03-22 17:46:58.342+00,0fb40ae0-18c5-4705-8c48-40f61c7a9b77,null,true,null,null
9c450f8d-3fb3-4bc1-8785-e0808b1dd3c2,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-26,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:07.443447+00,2026-03-22 19:15:13.807641+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
7ff270de-a2c4-469e-a11a-9bb6080f690e,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-27,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:42:32.641+00,null,false,2026-03-22 17:42:35.018693+00,2026-03-22 17:43:52.098601+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
f61875b5-8147-4d8d-8f9c-0bc6604cfd05,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-27,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:43:51.666+00,null,false,2026-03-22 17:43:55.032917+00,2026-03-22 17:43:55.2404+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
d7e61809-b4b4-43f9-96cb-ef0dbc96f24b,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-27,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:43:57.450841+00,2026-03-22 18:34:39.564457+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
19dd1791-3202-4f63-9257-726ce2957454,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-27,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:47:00.031543+00,2026-03-22 17:46:58.342+00,0fb40ae0-18c5-4705-8c48-40f61c7a9b77,null,true,null,null
4c81c416-abac-4b5b-82fa-44fe3ec00c76,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-27,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:07.569544+00,2026-03-22 19:15:13.952592+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
f4972742-ae71-4df1-8d3f-1ada6d2b8e07,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-28,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:42:32.641+00,null,false,2026-03-22 17:42:35.121582+00,2026-03-22 17:43:52.098601+00,82464e94-6c06-4ed7-9fee-5055909fdc81,null,true,null,null
d78474af-a3cf-46fb-b435-749f7e6f0cdd,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-28,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:43:51.666+00,null,false,2026-03-22 17:43:55.149485+00,2026-03-22 18:34:36.582598+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
7a48d5f3-00ee-44c4-b783-f597d234b914,26849e30-a026-45ae-814f-af82f129a74a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-28,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 17:46:58.342+00,null,true,2026-03-22 17:47:00.139789+00,2026-03-22 17:46:58.342+00,0fb40ae0-18c5-4705-8c48-40f61c7a9b77,null,true,null,null
1e488198-2248-48ae-8ba7-29e987534f4d,07f24df6-84e1-4eb7-91d2-41d2b5e5936a,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-28,4,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 19:15:11.337+00,null,true,2026-03-22 18:23:07.682915+00,2026-03-22 19:15:14.104461+00,27b8a431-e9a2-45fc-a9c6-6faa895022be,null,true,null,null
2a1dd2dc-0667-4e6e-af65-44475e04404f,1edb3a61-b1d4-4889-a89f-b43401ccf5a2,5d73f3d3-b6c5-4368-b753-1dcf38c16102,2025-08-28,7.6,work,manual,null,null,null,null,fb8513ee-5592-4bc4-8c2f-b7cf42c38dfb,2026-03-22 18:34:36.21+00,null,true,2026-03-22 17:43:57.559908+00,2026-03-22 18:34:39.748898+00,21524e72-3c75-426d-9e39-77d933b1f0ec,null,true,null,null
